,family,name,number,id,try2
768,鈴木,蒼,3,539.0,34
769,鈴木,芽依,6,263.0,33
769,鈴木,陽葵,2,44.0,37
770,鈴木,紬,1,117.0,30
770,鈴木,蓮,7,78.0,50
777,鈴木,樹,6,633.0,40
779,佐藤,紬,8,141.0,36
781,伊藤,葵,2,593.0,41
782,田中,蓮,9,727.0,50
782,伊藤,葵,9,7.0,47
783,佐藤,陽菜,0,665.0,36
784,佐藤,湊,9,719.0,43
784,伊藤,陽菜,1,145.0,43
787,鈴木,陽翔,0,993.0,34
788,伊藤,蒼,2,979.0,42
789,鈴木,葵,5,973.0,49
796,佐藤,碧,0,199.0,46
796,鈴木,陽翔,0,468.0,43
796,田中,蓮,0,956.0,37
797,鈴木,朝陽,10,103.0,46
798,佐藤,碧,2,177.0,43
799,高橋,芽依,5,299.0,44
802,鈴木,紬,7,206.0,41
802,佐藤,蓮,7,339.0,36
803,鈴木,碧,10,519.0,43
803,高橋,陽菜,2,879.0,46
804,伊藤,凛,2,550.0,50
809,高橋,陽翔,6,696.0,41
811,伊藤,湊,4,301.0,35
813,田中,樹,8,23.0,38
813,伊藤,蒼,3,560.0,48
813,佐藤,芽依,2,900.0,46
814,佐藤,碧,5,791.0,49
814,鈴木,芽依,1,881.0,33
815,鈴木,樹,1,248.0,44
815,鈴木,凛,5,746.0,40
816,鈴木,陽翔,4,697.0,31
816,鈴木,湊,5,422.0,33
816,伊藤,紬,4,490.0,47
816,伊藤,陽葵,3,326.0,50
819,田中,陽葵,9,739.0,43
819,伊藤,凛,3,269.0,39
819,鈴木,樹,8,5.0,47
820,鈴木,蓮,2,952.0,43
820,高橋,凛,3,401.0,46
821,鈴木,陽菜,8,758.0,36
822,伊藤,樹,9,63.0,41
823,伊藤,碧,3,891.0,45
823,高橋,蒼,6,710.0,37
825,佐藤,紬,6,626.0,31
825,高橋,陽葵,2,612.0,30
826,鈴木,碧,1,287.0,33
826,田中,葵,7,461.0,42
826,高橋,樹,4,19.0,43
828,伊藤,樹,2,229.0,50
829,高橋,朝陽,2,46.0,40
829,鈴木,湊,9,243.0,39
831,高橋,陽菜,6,327.0,47
832,高橋,葵,4,513.0,37
833,高橋,碧,0,252.0,42
834,鈴木,碧,6,492.0,50
834,田中,樹,1,676.0,33
835,伊藤,蒼,4,637.0,37
835,鈴木,芽依,5,564.0,39
835,鈴木,陽翔,2,15.0,47
836,鈴木,蓮,3,48.0,43
837,鈴木,紬,10,962.0,38
837,田中,碧,9,554.0,48
838,伊藤,陽菜,8,457.0,43
838,田中,芽依,10,17.0,33
841,田中,樹,8,354.0,40
842,高橋,芽依,5,901.0,49
843,高橋,蒼,1,302.0,41
843,田中,碧,10,237.0,37
845,田中,葵,3,143.0,37
847,田中,葵,9,874.0,33
847,鈴木,樹,0,185.0,44
847,鈴木,芽依,6,936.0,31
848,伊藤,陽菜,1,49.0,50
849,田中,紬,0,804.0,34
850,鈴木,凛,10,855.0,32
851,高橋,陽翔,4,174.0,41
854,高橋,芽依,10,94.0,41
855,伊藤,紬,6,160.0,30
856,佐藤,蒼,1,309.0,43
856,高橋,湊,6,477.0,43
857,伊藤,凛,6,629.0,43
860,鈴木,陽葵,1,621.0,39
860,田中,蒼,6,213.0,35
862,高橋,葵,0,798.0,44
863,佐藤,朝陽,2,924.0,30
865,佐藤,陽菜,3,22.0,39
866,伊藤,蒼,0,507.0,34
867,高橋,紬,10,752.0,42
867,田中,朝陽,6,18.0,39
867,高橋,蓮,1,588.0,43
868,佐藤,凛,7,983.0,35
868,伊藤,碧,8,363.0,31
868,佐藤,陽翔,3,972.0,34
868,高橋,碧,9,535.0,38
869,伊藤,碧,0,862.0,36
869,鈴木,蓮,1,529.0,41
870,鈴木,陽葵,7,203.0,35
873,田中,陽菜,3,722.0,43
876,鈴木,陽菜,10,462.0,35
876,鈴木,陽菜,3,279.0,38
877,伊藤,湊,10,147.0,39
877,伊藤,凛,6,906.0,47
878,高橋,凛,4,56.0,32
878,伊藤,凛,7,395.0,38
880,鈴木,紬,9,236.0,30
882,田中,蒼,10,204.0,35
884,高橋,碧,2,597.0,35
884,伊藤,樹,7,579.0,35
884,佐藤,蓮,7,272.0,43
885,田中,碧,3,577.0,35
888,高橋,陽葵,9,868.0,41
889,鈴木,樹,10,608.0,41
890,伊藤,陽葵,4,510.0,40
890,佐藤,陽翔,1,110.0,40
894,佐藤,陽翔,6,890.0,43
894,鈴木,陽翔,6,893.0,36
895,田中,樹,9,997.0,34
896,高橋,凛,9,331.0,43
897,田中,凛,8,169.0,44
897,鈴木,陽葵,5,860.0,37
898,田中,紬,4,322.0,45
898,高橋,陽菜,8,649.0,47
899,高橋,葵,7,192.0,39
900,田中,湊,9,253.0,34
902,佐藤,紬,9,918.0,32
903,高橋,朝陽,8,8.0,42
903,高橋,蓮,0,943.0,35
904,鈴木,紬,9,768.0,31
904,伊藤,葵,7,230.0,43
906,佐藤,陽翔,3,992.0,49
907,高橋,蒼,8,628.0,46
908,田中,蓮,6,990.0,38
908,佐藤,陽葵,2,624.0,50
909,伊藤,芽依,2,770.0,44
909,田中,陽葵,4,886.0,36
910,田中,陽翔,2,647.0,33
911,佐藤,蓮,4,854.0,42
913,佐藤,蒼,8,790.0,38
913,鈴木,蒼,6,82.0,47
913,佐藤,陽菜,5,381.0,41
915,高橋,葵,5,878.0,49
915,鈴木,凛,0,730.0,45
918,高橋,葵,7,742.0,47
921,高橋,湊,7,207.0,33
922,鈴木,凛,9,801.0,34
924,高橋,陽菜,9,782.0,35
925,田中,芽依,3,935.0,37
925,佐藤,葵,4,557.0,33
927,佐藤,碧,1,271.0,48
927,高橋,蓮,6,264.0,48
928,伊藤,蒼,7,895.0,34
928,鈴木,陽葵,4,836.0,43
930,鈴木,陽菜,5,158.0,50
932,田中,湊,4,698.0,45
932,鈴木,朝陽,8,912.0,43
932,高橋,蒼,5,818.0,34
935,高橋,芽依,7,367.0,32
936,佐藤,蒼,9,317.0,32
936,鈴木,湊,1,821.0,31
938,鈴木,陽翔,3,284.0,42
938,田中,樹,10,464.0,32
938,高橋,凛,7,828.0,45
940,高橋,葵,3,888.0,34
940,高橋,凛,1,255.0,40
941,伊藤,芽依,3,291.0,43
944,鈴木,碧,5,857.0,46
945,鈴木,葵,0,708.0,31
946,高橋,葵,6,720.0,50
947,佐藤,凛,9,810.0,42
948,高橋,蒼,9,981.0,45
948,鈴木,芽依,6,931.0,45
950,高橋,芽依,9,544.0,30
950,田中,朝陽,2,431.0,34
953,伊藤,蒼,7,592.0,48
953,高橋,紬,1,345.0,44
955,田中,葵,5,735.0,38
957,高橋,朝陽,6,181.0,35
959,高橋,陽翔,3,491.0,33
961,伊藤,碧,2,998.0,35
963,鈴木,葵,5,77.0,35
966,田中,朝陽,6,335.0,46
966,鈴木,芽依,8,625.0,50
967,高橋,朝陽,7,520.0,50
968,高橋,碧,0,645.0,38
968,佐藤,湊,4,583.0,43
968,鈴木,凛,10,806.0,41
969,伊藤,朝陽,3,743.0,43
971,鈴木,蓮,0,523.0,34
971,伊藤,陽翔,0,387.0,48
971,伊藤,凛,7,225.0,35
972,鈴木,紬,2,471.0,39
973,伊藤,蓮,8,650.0,43
973,田中,陽菜,0,669.0,37
973,伊藤,朝陽,7,915.0,47
973,伊藤,陽翔,8,944.0,38
974,伊藤,蒼,0,75.0,46
974,佐藤,蓮,10,403.0,39
975,伊藤,葵,4,799.0,36
976,鈴木,蓮,6,724.0,44
977,高橋,蒼,5,813.0,36
980,鈴木,陽葵,2,333.0,45
980,佐藤,葵,3,202.0,44
980,佐藤,樹,4,70.0,43
980,佐藤,凛,2,319.0,37
980,田中,芽依,8,841.0,48
981,鈴木,芽依,9,73.0,33
982,佐藤,葵,2,866.0,34
983,高橋,湊,10,380.0,32
983,高橋,湊,9,437.0,32
984,高橋,朝陽,10,402.0,41
984,高橋,陽菜,6,920.0,49
985,田中,湊,2,969.0,48
985,鈴木,紬,5,711.0,46
988,鈴木,樹,10,249.0,45
988,伊藤,樹,5,114.0,47
988,田中,凛,4,233.0,38
988,佐藤,芽依,10,601.0,36
989,佐藤,葵,6,61.0,49
990,佐藤,蓮,7,295.0,34
992,伊藤,朝陽,8,413.0,38
994,佐藤,朝陽,0,876.0,39
994,高橋,湊,8,566.0,43
994,田中,湊,1,325.0,45
996,田中,碧,2,441.0,41
997,高橋,陽菜,1,729.0,31
998,高橋,芽依,2,463.0,50
998,高橋,蓮,3,498.0,41
998,鈴木,蒼,2,282.0,35
999,佐藤,陽翔,8,238.0,48
999,田中,陽翔,2,87.0,43
