,family,name,number,id,try1
858,佐藤,朝陽,1,157,19
859,鈴木,陽菜,8,758,25
860,田中,蓮,8,265,24
861,鈴木,蓮,10,987,23
862,高橋,湊,1,72,24
863,高橋,蓮,1,588,14
864,高橋,湊,7,872,10
865,伊藤,碧,0,469,16
866,高橋,湊,0,695,17
867,鈴木,紬,3,393,15
868,鈴木,蒼,6,82,26
869,鈴木,陽翔,5,6,10
870,鈴木,紬,9,693,26
871,鈴木,陽葵,10,780,14
872,田中,朝陽,6,276,11
873,高橋,陽葵,10,595,29
874,田中,紬,0,278,28
875,鈴木,蒼,3,360,14
876,伊藤,湊,4,453,26
877,鈴木,陽翔,6,408,13
878,伊藤,陽翔,1,705,25
879,田中,芽依,8,841,20
880,佐藤,樹,3,321,15
881,鈴木,紬,10,960,25
882,鈴木,芽依,6,263,20
883,佐藤,紬,1,355,14
884,田中,陽菜,8,25,29
885,田中,陽葵,6,426,29
886,佐藤,芽依,3,460,20
887,田中,碧,10,352,24
888,鈴木,陽菜,3,279,19
889,伊藤,陽翔,8,382,22
890,佐藤,湊,5,908,27
891,田中,凛,7,91,21
892,伊藤,紬,4,545,11
893,田中,樹,1,86,11
894,佐藤,凛,7,983,17
895,佐藤,凛,5,168,23
896,高橋,湊,6,848,17
897,鈴木,陽翔,4,697,29
898,高橋,湊,10,494,10
899,伊藤,蓮,8,28,22
900,高橋,紬,2,999,29
901,高橋,蒼,8,628,13
902,高橋,陽菜,2,867,17
903,鈴木,蓮,1,529,30
904,鈴木,葵,5,77,20
905,田中,葵,5,735,15
906,高橋,樹,3,176,30
907,田中,陽葵,5,527,13
908,鈴木,陽菜,8,917,26
909,高橋,陽翔,1,688,12
910,鈴木,芽依,3,955,21
911,田中,樹,9,929,27
912,鈴木,紬,1,814,28
913,高橋,朝陽,9,638,26
914,田中,陽菜,7,189,29
915,佐藤,碧,10,762,11
916,高橋,蒼,0,555,22
917,鈴木,朝陽,4,24,30
918,高橋,陽翔,3,491,15
919,佐藤,陽翔,3,905,12
920,佐藤,陽翔,4,184,15
921,伊藤,葵,0,880,11
922,伊藤,芽依,1,254,15
923,佐藤,芽依,6,344,15
924,高橋,樹,1,9,16
925,田中,碧,10,572,14
926,田中,蓮,4,580,25
927,高橋,湊,10,970,24
928,高橋,芽依,8,694,10
929,佐藤,凛,9,605,16
930,高橋,蒼,8,706,20
931,伊藤,朝陽,7,915,23
932,鈴木,朝陽,8,882,23
933,伊藤,陽翔,1,376,11
934,高橋,碧,1,134,28
935,伊藤,蓮,7,277,20
936,伊藤,朝陽,4,887,18
937,佐藤,紬,0,210,18
938,佐藤,陽葵,9,852,24
939,伊藤,陽翔,10,582,17
940,田中,凛,4,233,10
941,鈴木,葵,5,973,23
942,鈴木,蓮,1,219,22
943,田中,凛,7,119,10
944,伊藤,蓮,9,470,24
945,高橋,樹,4,19,12
946,高橋,陽葵,7,731,25
947,鈴木,凛,10,806,20
948,佐藤,凛,10,241,12
949,高橋,紬,10,400,21
950,伊藤,紬,5,43,18
951,田中,葵,0,937,22
952,田中,蓮,9,286,21
953,伊藤,陽菜,6,439,28
954,田中,樹,10,464,17
955,高橋,陽葵,8,140,29
956,田中,蓮,10,658,25
957,鈴木,紬,8,266,21
958,佐藤,葵,1,700,30
959,佐藤,葵,8,904,14
960,伊藤,湊,1,865,10
961,鈴木,樹,0,537,11
962,伊藤,紬,4,490,15
963,鈴木,蒼,3,539,27
964,伊藤,朝陽,3,425,18
965,高橋,陽葵,0,833,25
966,鈴木,紬,9,236,29
967,伊藤,蒼,0,75,28
968,鈴木,朝陽,8,912,23
969,高橋,湊,7,779,15
970,鈴木,碧,4,925,25
971,伊藤,樹,10,755,19
972,高橋,湊,8,566,15
973,鈴木,紬,2,459,26
974,高橋,陽翔,4,174,22
975,高橋,芽依,10,178,18
976,佐藤,蓮,7,295,28
977,佐藤,湊,9,719,27
978,佐藤,碧,10,959,13
979,高橋,樹,1,312,28
980,田中,陽葵,1,927,18
981,伊藤,蒼,3,4,16
982,高橋,蓮,9,619,13
983,佐藤,陽翔,6,792,30
984,高橋,紬,2,337,21
985,高橋,碧,0,252,22
986,佐藤,芽依,4,304,22
987,鈴木,碧,4,52,15
988,佐藤,凛,7,416,29
989,伊藤,陽翔,8,62,22
990,田中,芽依,0,606,28
991,高橋,芽依,2,609,21
992,鈴木,樹,6,334,27
993,高橋,凛,1,407,12
994,伊藤,陽翔,9,454,10
995,伊藤,陽菜,9,497,21
996,鈴木,凛,8,53,29
997,鈴木,樹,9,260,10
998,鈴木,陽菜,1,350,22
999,高橋,凛,5,686,21
